аварч	ᠴᠢᠳᠠᠭ᠎ᠠ ᠦᠭᠡᠢ	чадаагүй	16
аварч	ᠦᠯᠡᠳᠡᠬᠦ	үлдэх	16
аварч	ᠴᠢᠳᠠᠬᠤ ᠦᠭᠡᠢ	чадахгүй	9
авах	ᠪᠣᠯᠤᠮᠵᠢ ᠲᠠᠢ	боломжтой	1499
авах	ᠨᠢ	нь	877
авах	ᠶᠠᠭᠤᠮ᠎ᠠ	юм	777
авахаа	ᠪᠣᠯᠢᠭᠰᠠᠨ	больсон	26
авахаа	ᠪᠣᠯᠢᠵᠤ	больж	11
авахаа	ᠮᠡᠳᠡᠬᠦ ᠦᠭᠡᠢ	мэдэхгүй	9
авахаар	ᠪᠣᠯᠤᠭᠰᠠᠨ	болсон	207
авахаар	ᠪᠣᠯᠵᠠᠢ	болжээ	131
авахаар	ᠲᠥᠯᠥᠪᠯᠡᠵᠦ	төлөвлөж	53
авахаас	ᠭᠠᠳᠠᠨ᠎ᠠ	гадна	97
авахаас	ᠥᠭᠡᠷ᠎ᠡ	өөр	96
авахаас	ᠠᠷᠭ᠎ᠠ ᠦᠭᠡᠢ	аргагүй	28
авахад	ᠪᠡᠯᠡᠨ	бэлэн	98
авахад	ᠨᠢ	нь	67
авахад	ᠯᠠ	л	36
авахгүй	ᠪᠣᠯ	бол	232
авахгүй	ᠪᠠᠶᠢᠬᠤ	байх	113
авахгүй	ᠪᠠᠶᠢᠭ᠎ᠠ	байгаа	76
авахдаа	ᠲᠤᠬᠠᠢ ᠶᠢᠨ	тухайн	12
авахдаа	ᠲᠥᠷᠥ ᠶᠢᠨ	төрийн	11
авахдаа	ᠴᠤ	ч	10
авахуулаад	ᠯᠠ	л	9
авахуулаад	ᠲᠥᠷᠥ ᠶᠢᠨ	төрийн	8
авахуулаад	ᠣᠯᠠᠨ	олон	6
авахуулах	ᠪᠣᠯᠤᠮᠵᠢ ᠲᠠᠢ	боломжтой	9
авахуулах	ᠦᠢᠯᠡᠴᠢᠯᠡᠭᠡ	үйлчилгээ	9
авахуулах	ᠨᠣᠮ ᠤᠨ	номын	7
авахуулсан	ᠵᠢᠷᠤᠭ	зураг	19
авахуулсан	ᠵᠢᠷᠭᠤᠭ᠎ᠠ	зургаа	15
авахуулсан	ᠥᠩᠭᠡᠲᠦ	өнгөт	11
авахыг	ᠬᠦᠰᠡᠭᠰᠡᠨ	хүссэн	156
авахыг	ᠬᠦᠰᠡᠪᠡᠯ	хүсвэл	114
авахыг	ᠬᠦᠰᠴᠢ	хүсч	69
авахын	ᠲᠤᠯᠠᠳᠠ	тулд	559
авахын	ᠲᠥᠯᠥᠭᠡ	төлөө	114
авахын	ᠵᠡᠷᠭᠡᠴᠡᠭᠡ	зэрэгцээ	31
авга	ᠠᠬ᠎ᠠ	ах	26
авга	ᠡᠭᠡᠴᠢ	эгч	11
авга	ᠨᠠᠭᠠᠴᠤ	нагац	7
авгай	ᠨᠢ	нь	18
авгай	ᠬᠡᠦᠬᠡᠳ	хүүхэд	9
авгай	ᠬᠡᠦᠬᠡᠨ ᠨᠦᠭᠦᠳ	хүүхнүүд	8
авдаг	ᠪᠠᠶᠢᠭᠰᠠᠨ	байсан	402
авдаг	ᠶᠠᠭᠤᠮ᠎ᠠ	юм	239
авдаг	ᠪᠣᠯᠤᠭᠰᠠᠨ	болсон	160
авдаггүй	ᠶᠠᠭᠤᠮ᠎ᠠ	юм	34
авдаггүй	ᠪᠠᠶᠢᠭᠰᠠᠨ	байсан	19
авдаггүй	ᠬᠠᠷᠢᠨ	харин	7
авдар	ᠳᠡᠭᠡᠷ᠎ᠡ	дээр	7
авиа	ᠺᠣᠮᠫᠠᠨᠢ	компани	29
авиа	ᠭᠠᠷᠭᠠᠵᠤ	гаргаж	8
авиа	ᠭᠠᠷᠭᠠᠳᠠᠭ	гаргадаг	7
авилгал	ᠬᠡᠭᠡᠯᠢ	хээл	11
авилгал	ᠪᠣᠯ	бол	5
авир	ᠭᠠᠷᠭᠠᠵᠤ	гаргаж	17
авир	ᠭᠠᠷᠭᠠᠭᠰᠠᠨ	гаргасан	15
авир	ᠨᠢ	нь	11
авирах	ᠭᠡᠵᠦ	гэж	8
авирах	ᠶᠠᠭᠤᠮ᠎ᠠ	юм	5
авирмэд	ᠪ	б	5
авирмэд	ᠨᠠᠷᠠ	нар	5
авирч	ᠪᠠᠶᠢᠭᠰᠠᠨ	байсан	23
авирч	ᠪᠠᠶᠢᠭ᠎ᠠ	байгаа	11
авирч	ᠪᠠᠶᠢᠬᠤ ᠳᠤ	байхад	5
авлаа	ᠭᠡᠬᠦ ᠳᠦ	гэхэд	74
авлаа	ᠭᠡᠵᠦ	гэж	57
авлаа	ᠭᠡᠳ	гээд	29
авлага	ᠨᠢ	нь	16
авлага	ᠨᠣᠮ	ном	14
авлага	ᠪᠣᠯᠬᠤ	болох	13
авлига	ᠬᠡᠭᠡᠯᠢ	хээл	299
авлига	ᠠᠪᠤᠭᠰᠠᠨ	авсан	190
авлига	ᠥᠭᠭᠦᠭᠰᠡᠨ	өгсөн	109
авлигал	ᠬᠡᠭᠡᠯᠢ	хээл	9
авмаар	ᠪᠠᠶᠢᠨ᠎ᠠ	байна	91
авмаар	ᠶᠠᠭᠤᠮ᠎ᠠ	юм	10
авмаар	ᠪᠠᠶᠢᠭ᠎ᠠ	байгаа	5
авна	ᠭᠡᠰᠡᠨ	гэсэн	360
авна	ᠭᠡᠵᠦ	гэж	351
авна	ᠤᠤ	уу	291
аврага	ᠰᠢᠯᠭᠠᠷᠠᠭᠤᠯᠬᠤ	шалгаруулах	9
аврагч	ᠰᠫᠣᠷᠲ	спорт	19
аврагч	ᠭᠠᠯ	гал	8
аврагч	ᠨᠣᠬᠠᠢ	нохой	5
аврал	ᠡᠷᠢᠵᠦ	эрж	10
аврал	ᠡᠷᠢᠭᠰᠡᠨ	эрсэн	10
аврал	ᠡᠷᠡᠨ	эрэн	8
авран	ᠬᠠᠮᠠᠭᠠᠯᠠᠬᠤ	хамгаалах	42
авран	ᠬᠠᠮᠠᠭᠠᠯᠠᠭᠰᠠᠨ	хамгаалсан	14
авран	ᠲᠤᠰᠯᠠᠬᠤ	туслах	13
аврах	ᠭᠠᠯ	гал	78
аврах	ᠠᠩᠭᠢ ᠶᠢᠨ	ангийн	36
аврах	ᠲᠤᠰᠬᠠᠢ	тусгай	31
авсаар	ᠪᠠᠶᠢᠨ᠎ᠠ	байна	25
авсаар	ᠪᠠᠶᠢᠭ᠎ᠠ	байгаа	22
авсаар	ᠪᠠᠶᠢᠭᠠᠳ	байгаад	14
авсаархан	ᠬᠡᠷᠡᠨ ᠢᠶᠡᠨ	хэрнээ	6
авсаархан	ᠶᠠᠭᠤᠮ᠎ᠠ	юм	5
авсан	ᠪᠠᠶᠢᠨ᠎ᠠ	байна	1120
авсан	ᠶᠠᠭᠤᠮ᠎ᠠ	юм	1117
авсан	ᠨᠢ	нь	646
авсангүй	ᠭᠡᠵᠦ	гэж	8
авсанд	ᠲᠠᠯᠠᠷᠬᠠᠯ	талархал	17
авсанд	ᠪᠠᠶᠠᠷᠯᠠᠯ᠎ᠠ	баярлалаа	10
авсанд	ᠪᠠᠶᠠᠷᠲᠠᠢ	баяртай	10
авсандаа	ᠪᠠᠶᠠᠷᠲᠠᠢ	баяртай	29
авсандаа	ᠮᠠᠰᠢ	маш	6
авсандаа	ᠰᠡᠳᠬᠢᠯ	сэтгэл	5
австрали	ᠤᠯᠤᠰ ᠤᠨ	улсын	93
австрали	ᠤᠯᠤᠰ	улс	79
австрали	ᠤᠯᠤᠰ ᠲᠤ	улсад	61
автаад	ᠪᠠᠶᠢᠨ᠎ᠠ	байна	10
автаад	ᠪᠠᠶᠢᠭ᠎ᠠ	байгаа	6
автаж	ᠪᠠᠶᠢᠨ᠎ᠠ	байна	11
автах	ᠨᠢ	нь	10
автах	ᠶᠠᠭᠤᠮ᠎ᠠ	юм	5
авто	ᠵᠠᠮ ᠤᠨ	замын	880
авто	ᠵᠠᠮ	зам	726
авто	ᠮᠠᠰᠢᠨ ᠤ	машины	238
автобус	ᠨᠢ	нь	29
автобус	ᠣᠷᠣᠭᠤᠯᠵᠤ	оруулж	11
автобус	ᠲᠠᠺᠰᠢ	такси	10
автобусанд	ᠰᠠᠭᠤᠵᠤ	сууж	12
автобусанд	ᠰᠠᠭᠤᠭᠰᠠᠨ	суусан	8
автобусанд	ᠰᠠᠭᠤᠬᠤ	суух	7
автобусны	ᠪᠠᠭᠤᠳᠠᠯ	буудал	56
автобусны	ᠪᠠᠭᠤᠳᠠᠯ ᠤᠨ	буудлын	51
автобусны	ᠵᠢᠯᠣᠭᠣᠴᠢ	жолооч	45
автомат	ᠮᠠᠰᠢᠨ ᠢᠶᠠᠷ	машинаар	37
автомат	ᠮᠠᠰᠢᠨ	машин	22
автомат	ᠪᠤᠤ ᠶᠢ	бууг	18
автомашин	ᠦᠢᠯᠡᠳᠪᠦᠷᠢᠯᠡᠭᠴᠢ	үйлдвэрлэгч	95
автомашин	ᠪᠣᠯᠤᠨ	болон	44
автомашин	ᠨᠢ	нь	42
автсан	ᠪᠠᠶᠢᠨ᠎ᠠ	байна	8
автсан	ᠤᠤ	уу	5
автсан	ᠴᠤ	ч	5
авхаалж	ᠰᠠᠮᠪᠠᠭ᠎ᠠ	самбаа	58
авхай	ᠲᠠ	та	13
авхуулаад	ᠪᠦᠬᠦ	бүх	6
авч	ᠪᠠᠶᠢᠭ᠎ᠠ	байгаа	2086
авч	ᠪᠠᠶᠢᠨ᠎ᠠ	байна	1224
авч	ᠪᠠᠶᠢᠭᠰᠠᠨ	байсан	1002
авчирах	ᠨᠢ	нь	7
авчирах	ᠶᠠᠭᠤᠮ᠎ᠠ	юм	5
авчирдаг	ᠪᠠᠶᠢᠭᠰᠠᠨ	байсан	10
авчирдаг	ᠪᠠᠶᠢᠨ᠎ᠠ	байна	8
авчирдаг	ᠶᠠᠭᠤᠮ᠎ᠠ	юм	6
авчирлаа	ᠭᠡᠵᠦ	гэж	9
авчирна	ᠭᠡᠵᠦ	гэж	47
авчирна	ᠭᠡᠳᠡᠭ ᠲᠦ	гэдэгт	18
авчирна	ᠬᠡᠮᠡᠨ	хэмээн	15
авчирсан	ᠶᠠᠭᠤᠮ᠎ᠠ	юм	139
авчирсан	ᠪᠠᠶᠢᠨ᠎ᠠ	байна	64
авчирсан	ᠨᠢ	нь	28
авчирч	ᠪᠠᠶᠢᠭ᠎ᠠ	байгаа	69
авчирч	ᠪᠠᠶᠢᠨ᠎ᠠ	байна	48
авчирч	ᠪᠠᠶᠢᠭᠰᠠᠨ	байсан	43
авчих	ᠶᠠᠭᠤᠮ᠎ᠠ	юм	19
авчих	ᠶᠤᠮᠰᠠᠨ	юмсан	11
авчих	ᠯᠠ	л	10
авчрах	ᠨᠢ	нь	31
авчрах	ᠪᠤᠢ	вэ	30
авчрах	ᠶᠠᠭᠤᠮ᠎ᠠ	юм	17
авчээ	ᠭᠡᠵᠦ	гэж	6
авъя	ᠭᠡᠵᠦ	гэж	83
авъя	ᠭᠡᠰᠡᠨ	гэсэн	55
авъя	ᠭᠡᠬᠦ ᠪᠡᠷ	гэхээр	32
авьяас	ᠴᠢᠳᠠᠪᠤᠷᠢ	чадвар	87
авьяас	ᠴᠢᠳᠠᠪᠤᠷᠢ ᠲᠠᠢ	чадвартай	35
авьяас	ᠪᠢᠯᠢᠭ	билэг	33
авьяаслаг	ᠤᠷᠠᠨ	уран	83
авьяаслаг	ᠵᠠᠯᠠᠭᠤ	залуу	37
авьяаслаг	ᠴᠢᠳᠠᠪᠤᠷᠢᠯᠢᠭ	чадварлаг	14
авьяастай	ᠬᠦᠮᠦᠨ	хүн	23
авьяастай	ᠬᠦᠮᠦᠰ	хүмүүс	20
авьяастай	ᠬᠡᠦᠬᠡᠳ	хүүхэд	20
агаар	ᠰᠠᠩ	сан	83
агаар	ᠮᠠᠨᠳᠠᠯ ᠳᠤ	мандалд	82
агаар	ᠳᠠᠬᠢ	дахь	69
агаараар	ᠠᠮᠢᠰᠬᠤᠯᠠᠵᠤ	амьсгалж	12
агаараар	ᠳᠠᠮᠵᠢᠨ	дамжин	5
агаарт	ᠪᠠᠶᠢᠭ᠎ᠠ	байгаа	17
агаарт	ᠰᠠᠯᠬᠢᠯᠠᠭᠤᠯᠬᠤ	салхилуулах	16
агаарт	ᠭᠠᠷᠴᠤ	гарч	13
агаартай	ᠭᠠᠵᠠᠷ	газар	7
агаартай	ᠤᠷᠴᠢᠨ ᠳᠤ	орчинд	6
агаарыг	ᠨᠢ	нь	9
агаарыг	ᠪᠣᠬᠢᠷᠳᠠᠭᠤᠯᠵᠤ	бохирдуулж	8
агаарыг	ᠴᠡᠪᠡᠷᠰᠢᠭᠦᠯᠬᠦ	цэвэршүүлэх	6
агаарын	ᠤᠷᠢᠳᠴᠢᠯᠠᠭᠰᠠᠨ	урьдчилсан	397
агаарын	ᠲᠡᠭᠡᠭᠡᠪᠦᠷᠢ ᠶᠢᠨ	тээврийн	352
агаарын	ᠳᠠᠷᠤᠯᠲᠠ	даралт	285
агент	ᠯᠠᠭ	лаг	11
агент	ᠯᠠ	ла	5
агент	ᠲᠤᠮᠢᠯᠠᠬᠤ	томилох	5
агентлаг	ᠮᠡᠳᠡᠭᠡᠯᠡᠵᠡᠢ	мэдээлжээ	41
агентлаг	ᠨᠢ	нь	37
агентлаг	ᠪᠣᠯᠤᠨ	болон	33
агнах	ᠪᠠᠷᠢᠬᠤ	барих	35
агнах	ᠥᠪᠴᠢᠬᠦ	өвчих	13
агнах	ᠡᠷᠬᠡ	эрх	5
агнуур	ᠬᠢᠯᠭᠡᠬᠦ	хийлгэх	5
агсам	ᠲᠠᠯᠪᠢᠵᠤ	тавьж	15
агсам	ᠰᠣᠭᠲᠣᠭᠤ	согтуу	13
агсам	ᠲᠠᠯᠪᠢᠭᠰᠠᠨ	тавьсан	7
агсан	ᠳ	д	36
агсан	ᠰ	с	11
агсан	ᠣᠨ ᠳᠤ	онд	9
агт	ᠰᠤᠮᠤ ᠶᠢᠨ	сумын	10
агт	ᠡᠷᠳᠡᠨᠢ	эрдэнэ	5
агуй	ᠨᠢ	нь	12
агуу	ᠶᠡᠬᠡ	их	134
агуу	ᠲᠣᠮᠣ	том	51
агуу	ᠲᠡᠦᠬᠡ ᠲᠡᠢ	түүхтэй	42
агуулагдаж	ᠪᠠᠶᠢᠭ᠎ᠠ	байгаа	42
агуулагдаж	ᠪᠤᠢ	буй	25
агуулагдаж	ᠪᠠᠶᠢᠳᠠᠭ	байдаг	20
агуулах	ᠰᠠᠪᠠ	сав	29
агуулах	ᠪᠠᠷᠢᠬᠤ	барих	24
агуулах	ᠳᠠᠬᠢ	дахь	16
агуулга	ᠨᠢ	нь	190
агуулга	ᠪᠦᠬᠦᠢ	бүхий	139
агуулга	ᠠᠷᠭ᠎ᠠ	арга	23
агуулж	ᠪᠠᠶᠢᠳᠠᠭ	байдаг	54
агуулж	ᠪᠠᠶᠢᠭ᠎ᠠ	байгаа	52
агуулж	ᠪᠠᠶᠢᠨ᠎ᠠ	байна	29
агуулсан	ᠪᠠᠶᠢᠳᠠᠭ	байдаг	31
агуулсан	ᠬᠦᠨᠡᠰᠦᠨ ᠦ	хүнсний	15
агуулсан	ᠪᠠᠶᠢᠨ᠎ᠠ	байна	13
агшин	ᠪᠦᠷᠢ ᠶᠢ	бүрийг	12
агшин	ᠵᠠᠭᠤᠷ᠎ᠠ	зуур	12
агшин	ᠪᠦᠷ	бүр	7
агшинг	ᠡᠨᠳᠡ	энд	80
агшинг	ᠭᠡᠷᠡᠯ	гэрэл	5
агшинд	ᠯᠠ	л	7
агшныг	ᠬᠠᠷᠠᠭᠤᠯᠤᠭᠰᠠᠨ	харуулсан	8
ад	ᠦᠵᠡᠭᠡᠳ	үзээд	19
ад	ᠦᠵᠡᠬᠦ	үзэх	18
ад	ᠱᠣᠣ	шоо	16
адаг	ᠰᠡᠭᠦᠯ ᠳᠦ	сүүлд	25
адаг	ᠴᠠᠭᠠᠨ	цагаан	15
адаг	ᠰᠡᠭᠦᠯ ᠳᠦ ᠪᠡᠨ	сүүлдээ	12
адаглаад	ᠯᠠ	л	62
адал	ᠶᠠᠪᠤᠳᠠᠯ	явдал	148
адал	ᠶᠠᠪᠤᠳᠠᠯ ᠲᠠᠢ	явдалтай	59
адал	ᠶᠠᠪᠤᠳᠠᠯ ᠢᠶᠠᠷ	явдлаар	23
адгийн	ᠰᠢᠭᠠᠷᠤ	шаар	9
адгийн	ᠨᠠᠭᠠᠳᠤ	наад	8
адгийн	ᠵᠠᠷᠭᠤ	зарга	7
адгуус	ᠨᠣᠮᠣᠬᠠᠷᠠᠭᠤᠯᠬᠤ	номхруулах	14
адгуус	ᠮᠠᠭᠤᠯᠠᠬᠤ	муулах	13
адил	ᠲᠡᠭᠰᠢ	тэгш	92
адил	ᠶᠠᠭᠤᠮ᠎ᠠ	юм	87
адил	ᠲᠥᠰᠲᠡᠢ	төстэй	55
адилаар	ᠡᠨᠡ	энэ	5
адилгүй	ᠪᠠᠶᠢᠳᠠᠭ	байдаг	68
адилгүй	ᠪᠠᠶᠢᠭ᠎ᠠ	байгаа	51
адилгүй	ᠪᠠᠶᠢᠨ᠎ᠠ	байна	27
адилтгах	ᠪᠤᠰᠤᠳ	бусад	16
адилтгах	ᠲᠥᠷᠥ ᠶᠢᠨ	төрийн	15
адилтгах	ᠪᠠᠷᠢᠮᠲᠠ	баримт	11
адилхан	ᠯᠠ	л	113
адилхан	ᠪᠠᠶᠢᠬᠤ	байх	34
адилхан	ᠶᠠᠭᠤᠮ᠎ᠠ	юм	33
адис	ᠠᠪᠴᠤ	авч	16
адис	ᠠᠪᠤᠭᠰᠠᠨ	авсан	9
адис	ᠠᠪᠬᠤ	авах	5
адтай	ᠵᠢᠭᠠᠯ ᠤᠳ	жаалууд	5
адуу	ᠮᠠᠯ	мал	28
адуу	ᠨᠢ	нь	21
адуу	ᠦᠬᠡᠷ	үхэр	19
адуун	ᠰᠦᠷᠦᠭ ᠦᠨ	сүргийн	23
адуун	ᠰᠦᠷᠦᠭ	сүрэг	13
адуун	ᠴᠢᠯᠠᠭᠤᠨ	чулуун	13
адууны	ᠮᠢᠬ᠎ᠠ	мах	78
адууны	ᠮᠢᠬᠠᠨ	махан	11
адууны	ᠰᠣᠶᠣᠯ ᠤᠨ	соёлын	10
адуучин	ᠡᠷ᠎ᠡ	эр	5
аж	ᠠᠬᠤᠢ ᠶᠢᠨ	ахуйн	14095
аж	ᠠᠬᠤᠢ	ахуй	3357
аж	ᠦᠢᠯᠡᠳᠪᠦᠷᠢ	үйлдвэр	308
ажиг	ᠴᠤ	ч	6
ажиглагдах	ᠪᠣᠯᠤᠭᠰᠠᠨ	болсон	22
ажиглагдах	ᠶᠠᠭᠤᠮ᠎ᠠ	юм	16
ажиглагдах	ᠪᠣᠯᠤᠯ᠎ᠠ	боллоо	11
ажиглагч	ᠣᠷᠣᠨ ᠤ	орны	12
ажиглагч	ᠣᠷᠣᠨ	орон	8
ажиглагч	ᠨᠠᠷᠠ	нар	6
ажиглаж	ᠪᠠᠶᠢᠨ᠎ᠠ	байна	59
ажиглаж	ᠪᠠᠶᠢᠭ᠎ᠠ	байгаа	51
ажиглаж	ᠪᠠᠶᠢᠬᠤ ᠳᠤ	байхад	27
ажиглалт	ᠬᠢᠵᠦ	хийж	15
ажиглалт	ᠬᠢᠭᠰᠡᠨ	хийсэн	12
ажиглан	ᠬᠠᠷᠠᠵᠤ	харж	11
ажиглах	ᠬᠡᠷᠡᠭᠲᠡᠢ	хэрэгтэй	16
ажиглах	ᠠᠶᠠᠯᠠᠯ	аялал	10
ажиглах	ᠪᠣᠯᠤᠮᠵᠢ ᠲᠠᠢ	боломжтой	7
ажил	ᠬᠢᠵᠦ	хийж	960
ажил	ᠬᠡᠷᠡᠭ	хэрэг	798
ажил	ᠨᠢ	нь	778
ажилгүй	ᠢᠷᠭᠡᠳ ᠦᠨ	иргэдийн	79
ажилгүй	ᠪᠣᠯᠤᠭᠰᠠᠨ	болсон	50
ажилгүй	ᠪᠠᠶᠢᠭᠰᠠᠨ	байсан	48
ажилд	ᠨᠢ	нь	289
ажилд	ᠣᠷᠣᠭᠰᠠᠨ	орсон	122
ажилд	ᠤᠷᠤᠬᠤ	орох	93
ажилдаа	ᠣᠷᠣᠭᠰᠠᠨ	орсон	131
ажилдаа	ᠣᠷᠣᠵᠠᠢ	оржээ	94
ажилдаа	ᠣᠷᠣᠭᠠᠳ	ороод	84
ажиллагаа	ᠶᠠᠪᠤᠭᠤᠯᠵᠤ	явуулж	2501
ажиллагаа	ᠶᠠᠪᠤᠭᠤᠯᠳᠠᠭ	явуулдаг	1459
ажиллагаа	ᠶᠠᠪᠤᠭᠤᠯᠬᠤ	явуулах	856
ажилладаг	ᠶᠠᠭᠤᠮ᠎ᠠ	юм	236
